"ISO","year","armed_conflict"
"GBR",2018,NA
"GBR",2019,NA
"GEO",2000,NA
"GEO",2001,NA
"GEO",2002,NA
"GEO",2003,0
"GEO",2004,NA
"GEO",2005,1
"GEO",2006,NA
"GEO",2007,NA
"GEO",2008,NA
"GEO",2009,1
"GEO",2010,NA
"GEO",2011,0
"GEO",2012,0
"GEO",2013,NA
"GEO",2014,NA
"GEO",2015,NA
"GEO",2016,NA
"GEO",2017,NA
"GEO",2018,NA
"GEO",2019,NA
"GHA",2000,NA
"GHA",2001,1
"GHA",2002,1
"GHA",2003,1
"GHA",2004,NA
"GHA",2005,NA
"GHA",2006,NA
"GHA",2007,NA
"GHA",2008,NA
"GHA",2009,1
"GHA",2010,0
"GHA",2011,0
"GHA",2012,NA
"GHA",2013,NA
"GHA",2014,NA
"GHA",2015,NA
"GHA",2016,NA
"GHA",2017,NA
"GHA",2018,NA
"GHA",2019,NA
"GIN",2000,0
"GIN",2001,1
"GIN",2002,1
"GIN",2003,NA
"GIN",2004,NA
"GIN",2005,NA
"GIN",2006,0
"GIN",2007,0
"GIN",2008,1
"GIN",2009,NA
"GIN",2010,1
"GIN",2011,0
"GIN",2012,1
"GIN",2013,0
"GIN",2014,1
"GIN",2015,NA
"GIN",2016,0
"GIN",2017,NA
"GIN",2018,NA
"GIN",2019,NA
"GMB",2000,NA
"GMB",2001,NA
"GMB",2002,NA
"GMB",2003,NA
"GMB",2004,NA
"GMB",2005,0
"GMB",2006,0
"GMB",2007,NA
"GMB",2008,NA
"GMB",2009,NA
"GMB",2010,NA
"GMB",2011,NA
"GMB",2012,NA
"GMB",2013,0
"GMB",2014,NA
"GMB",2015,NA
"GMB",2016,NA
"GMB",2017,NA
"GMB",2018,NA
"GMB",2019,NA
"GNB",2000,1
"GNB",2001,0
"GNB",2002,NA
"GNB",2003,NA
"GNB",2004,NA
"GNB",2005,NA
"GNB",2006,NA
"GNB",2007,NA
"GNB",2008,NA
"GNB",2009,NA
"GNB",2010,NA
"GNB",2011,NA
"GNB",2012,NA
"GNB",2013,NA
"GNB",2014,NA
"GNB",2015,NA
"GNB",2016,NA
"GNB",2017,NA
"GNB",2018,NA
"GNB",2019,NA
"GNQ",2000,NA
"GNQ",2001,NA
"GNQ",2002,NA
"GNQ",2003,NA
"GNQ",2004,NA
"GNQ",2005,NA
"GNQ",2006,NA
"GNQ",2007,NA
"GNQ",2008,NA
"GNQ",2009,NA
"GNQ",2010,NA
"GNQ",2011,NA
"GNQ",2012,NA
"GNQ",2013,NA
"GNQ",2014,NA
"GNQ",2015,NA
"GNQ",2016,NA
"GNQ",2017,NA
"GNQ",2018,NA
"GNQ",2019,NA
"GRC",2000,NA
"GRC",2001,NA
"GRC",2002,NA
"GRC",2003,NA
"GRC",2004,NA
"GRC",2005,NA
"GRC",2006,NA
"GRC",2007,NA
"GRC",2008,NA
"GRC",2009,NA
"GRC",2010,NA
"GRC",2011,NA
"GRC",2012,NA
"GRC",2013,NA
"GRC",2014,NA
"GRC",2015,NA
"GRC",2016,NA
"GRC",2017,NA
"GRC",2018,NA
"GRC",2019,NA
"GRD",2000,NA
"GRD",2001,NA
"GRD",2002,NA
"GRD",2003,NA
"GRD",2004,NA
"GRD",2005,NA
"GRD",2006,NA
"GRD",2007,NA
"GRD",2008,NA
"GRD",2009,NA
"GRD",2010,NA
"GRD",2011,NA
"GRD",2012,NA
"GRD",2013,NA
"GRD",2014,NA
"GRD",2015,NA
"GRD",2016,NA
"GRD",2017,NA
"GRD",2018,NA
"GRD",2019,NA
"GTM",2000,NA
"GTM",2001,NA
"GTM",2002,0
"GTM",2003,0
"GTM",2004,NA
"GTM",2005,0
"GTM",2006,1
"GTM",2007,NA
"GTM",2008,0
"GTM",2009,1
"GTM",2010,0
"GTM",2011,NA
"GTM",2012,1
"GTM",2013,NA
"GTM",2014,NA
"GTM",2015,NA
"GTM",2016,0
"GTM",2017,NA
"GTM",2018,NA
"GTM",2019,NA
"GUY",2000,NA
"GUY",2001,NA
"GUY",2002,NA
"GUY",2003,NA
"GUY",2004,NA
"GUY",2005,NA
"GUY",2006,NA
"GUY",2007,NA
"GUY",2008,NA
"GUY",2009,1
"GUY",2010,NA
"GUY",2011,NA
"GUY",2012,NA
"GUY",2013,NA
"GUY",2014,NA
"GUY",2015,NA
"GUY",2016,NA
"GUY",2017,NA
"GUY",2018,NA
"GUY",2019,NA
"HND",2000,0
"HND",2001,0
"HND",2002,NA
"HND",2003,0
"HND",2004,1
"HND",2005,1
"HND",2006,NA
"HND",2007,NA
"HND",2008,NA
"HND",2009,0
"HND",2010,NA
"HND",2011,1
"HND",2012,0
"HND",2013,0
"HND",2014,NA
"HND",2015,0
"HND",2016,NA
"HND",2017,0
"HND",2018,NA
"HND",2019,NA
"HRV",2000,NA
"HRV",2001,NA
"HRV",2002,NA
"HRV",2003,NA
"HRV",2004,NA
"HRV",2005,NA
"HRV",2006,NA
"HRV",2007,NA
"HRV",2008,NA
"HRV",2009,NA
"HRV",2010,NA
"HRV",2011,NA
"HRV",2012,NA
"HRV",2013,NA
"HRV",2014,NA
"HRV",2015,NA
"HRV",2016,NA
"HRV",2017,NA
"HRV",2018,NA
"HRV",2019,NA
"HTI",2000,0
"HTI",2001,NA
"HTI",2002,NA
"HTI",2003,NA
"HTI",2004,NA
"HTI",2005,1
"HTI",2006,1
"HTI",2007,NA
"HTI",2008,NA
"HTI",2009,NA
"HTI",2010,NA
"HTI",2011,NA
"HTI",2012,NA
"HTI",2013,NA
"HTI",2014,NA
"HTI",2015,NA
"HTI",2016,NA
"HTI",2017,NA
"HTI",2018,0
"HTI",2019,1
"HUN",2000,NA
"HUN",2001,NA
"HUN",2002,NA
"HUN",2003,NA
"HUN",2004,NA
"HUN",2005,NA
"HUN",2006,NA
"HUN",2007,NA
"HUN",2008,NA
"HUN",2009,NA
"HUN",2010,NA
"HUN",2011,NA
"HUN",2012,NA
"HUN",2013,NA
"HUN",2014,NA
"HUN",2015,NA
"HUN",2016,NA
"HUN",2017,NA
"HUN",2018,NA
"HUN",2019,NA
"IDN",2000,1
"IDN",2001,1
"IDN",2002,1
"IDN",2003,1
"IDN",2004,1
"IDN",2005,1
"IDN",2006,1
"IDN",2007,0
"IDN",2008,0
"IDN",2009,0
"IDN",2010,NA
"IDN",2011,NA
"IDN",2012,0
"IDN",2013,0
"IDN",2014,0
"IDN",2015,0
"IDN",2016,0
"IDN",2017,NA
"IDN",2018,0
"IDN",2019,1
"IND",2000,1
"IND",2001,1
"IND",2002,1
"IND",2003,1
"IND",2004,1
"IND",2005,1
"IND",2006,1
"IND",2007,1
"IND",2008,1
"IND",2009,1
"IND",2010,1
"IND",2011,1
"IND",2012,1
"IND",2013,1
"IND",2014,1
"IND",2015,1
"IND",2016,1
"IND",2017,1
"IND",2018,1
"IND",2019,1
"IRL",2000,NA
"IRL",2001,NA
"IRL",2002,NA
"IRL",2003,NA
"IRL",2004,NA
"IRL",2005,NA
"IRL",2006,NA
"IRL",2007,NA
"IRL",2008,NA
"IRL",2009,NA
"IRL",2010,NA
"IRL",2011,NA
"IRL",2012,NA
"IRL",2013,NA
"IRL",2014,NA
"IRL",2015,NA
"IRL",2016,NA
"IRL",2017,NA
"IRL",2018,NA
"IRL",2019,NA
"IRN",2000,0
"IRN",2001,1
"IRN",2002,1
"IRN",2003,NA
"IRN",2004,0
"IRN",2005,NA
"IRN",2006,1
"IRN",2007,1
"IRN",2008,1
"IRN",2009,1
"IRN",2010,1
"IRN",2011,1
"IRN",2012,1
"IRN",2013,0
"IRN",2014,0
"IRN",2015,0
"IRN",2016,1
"IRN",2017,1
"IRN",2018,1
"IRN",2019,1
"IRQ",2000,1
"IRQ",2001,1
"IRQ",2002,1
"IRQ",2003,1
"IRQ",2004,1
"IRQ",2005,1
"IRQ",2006,1
"IRQ",2007,1
"IRQ",2008,1
"IRQ",2009,1
"IRQ",2010,1
"IRQ",2011,1
"IRQ",2012,1
"IRQ",2013,1
"IRQ",2014,1
"IRQ",2015,1
"IRQ",2016,1
"IRQ",2017,1
"IRQ",2018,1
"IRQ",2019,1
"ISL",2000,NA
"ISL",2001,NA
"ISL",2002,NA
"ISL",2003,NA
"ISL",2004,NA
"ISL",2005,NA
"ISL",2006,NA
"ISL",2007,NA
"ISL",2008,NA
"ISL",2009,NA
"ISL",2010,NA
"ISL",2011,NA
"ISL",2012,NA
"ISL",2013,NA
"ISL",2014,NA
"ISL",2015,NA
"ISL",2016,NA
"ISL",2017,NA
"ISL",2018,NA
"ISL",2019,NA
"ITA",2000,NA
"ITA",2001,NA
"ITA",2002,NA
"ITA",2003,NA
"ITA",2004,NA
"ITA",2005,NA
"ITA",2006,NA
"ITA",2007,NA
"ITA",2008,NA
"ITA",2009,NA
"ITA",2010,NA
"ITA",2011,NA
"ITA",2012,NA
"ITA",2013,NA
"ITA",2014,NA
"ITA",2015,NA
"ITA",2016,NA
"ITA",2017,NA
"ITA",2018,NA
"ITA",2019,NA
"JAM",2000,NA
"JAM",2001,NA
"JAM",2002,1
"JAM",2003,0
"JAM",2004,0
"JAM",2005,NA
"JAM",2006,NA
"JAM",2007,NA
"JAM",2008,NA
"JAM",2009,NA
"JAM",2010,NA
"JAM",2011,NA
"JAM",2012,NA
"JAM",2013,NA
"JAM",2014,NA
"JAM",2015,NA
"JAM",2016,NA
"JAM",2017,NA
"JAM",2018,NA
"JAM",2019,NA
"JOR",2000,NA
"JOR",2001,NA
"JOR",2002,NA
"JOR",2003,NA
"JOR",2004,NA
"JOR",2005,NA
"JOR",2006,1
"JOR",2007,NA
"JOR",2008,NA
"JOR",2009,NA
"JOR",2010,NA
"JOR",2011,NA
"JOR",2012,NA
"JOR",2013,NA
"JOR",2014,NA
"JOR",2015,NA
"JOR",2016,0
"JOR",2017,1
"JOR",2018,NA
"JOR",2019,NA
"JPN",2000,NA
"JPN",2001,NA
"JPN",2002,NA
"JPN",2003,NA
"JPN",2004,NA
"JPN",2005,NA
"JPN",2006,NA
"JPN",2007,NA
"JPN",2008,NA
"JPN",2009,NA
"JPN",2010,NA
"JPN",2011,NA
"JPN",2012,NA
"JPN",2013,NA
"JPN",2014,NA
"JPN",2015,NA
"JPN",2016,NA
"JPN",2017,NA
"JPN",2018,NA
"JPN",2019,NA
"KAZ",2000,NA
"KAZ",2001,NA
"KAZ",2002,NA
"KAZ",2003,NA
"KAZ",2004,NA
"KAZ",2005,NA
"KAZ",2006,NA
"KAZ",2007,NA
"KAZ",2008,NA
"KAZ",2009,NA
"KAZ",2010,NA
"KAZ",2011,NA
"KAZ",2012,NA
"KAZ",2013,NA
"KAZ",2014,NA
"KAZ",2015,NA
"KAZ",2016,NA
"KAZ",2017,NA
"KAZ",2018,NA
"KAZ",2019,NA
"KEN",2000,1
"KEN",2001,1
"KEN",2002,1
"KEN",2003,1
"KEN",2004,0
"KEN",2005,0
"KEN",2006,1
"KEN",2007,1
"KEN",2008,1
"KEN",2009,1
"KEN",2010,1
"KEN",2011,1
"KEN",2012,1
"KEN",2013,1
"KEN",2014,1
"KEN",2015,1
"KEN",2016,1
"KEN",2017,1
"KEN",2018,1
"KEN",2019,1
"KGZ",2000,0
"KGZ",2001,1
"KGZ",2002,NA
"KGZ",2003,NA
"KGZ",2004,NA
"KGZ",2005,NA
"KGZ",2006,NA
"KGZ",2007,0
"KGZ",2008,NA
"KGZ",2009,NA
"KGZ",2010,NA
"KGZ",2011,1
"KGZ",2012,NA
"KGZ",2013,NA
"KGZ",2014,NA
"KGZ",2015,NA
"KGZ",2016,0
"KGZ",2017,NA
"KGZ",2018,NA
"KGZ",2019,NA
"KHM",2000,0
"KHM",2001,0
"KHM",2002,NA
"KHM",2003,NA
"KHM",2004,0
"KHM",2005,NA
"KHM",2006,NA
"KHM",2007,NA
"KHM",2008,0
"KHM",2009,0
"KHM",2010,0
"KHM",2011,NA
"KHM",2012,0
"KHM",2013,0
"KHM",2014,NA
"KHM",2015,NA
"KHM",2016,NA
"KHM",2017,NA
"KHM",2018,NA
"KHM",2019,NA
"KIR",2000,NA
"KIR",2001,NA
"KIR",2002,NA
"KIR",2003,NA
"KIR",2004,NA
"KIR",2005,NA
"KIR",2006,NA
"KIR",2007,NA
"KIR",2008,NA
"KIR",2009,NA
"KIR",2010,NA
"KIR",2011,NA
"KIR",2012,NA
"KIR",2013,NA
"KIR",2014,NA
"KIR",2015,NA
"KIR",2016,NA
"KIR",2017,NA
"KIR",2018,NA
"KIR",2019,NA
"KOR",2000,NA
"KOR",2001,NA
"KOR",2002,NA
"KOR",2003,NA
"KOR",2004,NA
"KOR",2005,NA
"KOR",2006,NA
"KOR",2007,NA
"KOR",2008,NA
"KOR",2009,NA
"KOR",2010,NA
"KOR",2011,NA
"KOR",2012,NA
"KOR",2013,NA
"KOR",2014,NA
"KOR",2015,NA
"KOR",2016,NA
"KOR",2017,NA
"KOR",2018,NA
"KOR",2019,NA
"KWT",2000,NA
"KWT",2001,NA
"KWT",2002,NA
"KWT",2003,NA
"KWT",2004,NA
"KWT",2005,NA
"KWT",2006,NA
"KWT",2007,NA
"KWT",2008,NA
"KWT",2009,NA
"KWT",2010,NA
"KWT",2011,NA
"KWT",2012,NA
"KWT",2013,NA
"KWT",2014,NA
"KWT",2015,NA
"KWT",2016,1
"KWT",2017,NA
"KWT",2018,NA
"KWT",2019,NA
"LAO",2000,0
"LAO",2001,0
"LAO",2002,NA
"LAO",2003,0
"LAO",2004,0
"LAO",2005,0
"LAO",2006,NA
"LAO",2007,1
"LAO",2008,NA
"LAO",2009,NA
"LAO",2010,NA
"LAO",2011,NA
"LAO",2012,NA
"LAO",2013,NA
"LAO",2014,NA
"LAO",2015,NA
"LAO",2016,NA
"LAO",2017,NA
"LAO",2018,NA
"LAO",2019,NA
"LBN",2000,1
"LBN",2001,1
"LBN",2002,0
"LBN",2003,0
"LBN",2004,0
"LBN",2005,NA
"LBN",2006,0
"LBN",2007,1
"LBN",2008,NA
"LBN",2009,1
"LBN",2010,NA
"LBN",2011,NA
"LBN",2012,0
"LBN",2013,1
"LBN",2014,1
"LBN",2015,1
"LBN",2016,1
"LBN",2017,1
"LBN",2018,1
"LBN",2019,0
"LBR",2000,1
"LBR",2001,1
"LBR",2002,1
"LBR",2003,1
"LBR",2004,1
"LBR",2005,NA
"LBR",2006,NA
"LBR",2007,NA
"LBR",2008,NA
"LBR",2009,NA
"LBR",2010,NA
"LBR",2011,NA
"LBR",2012,NA
"LBR",2013,NA
"LBR",2014,NA
"LBR",2015,NA
"LBR",2016,NA
"LBR",2017,NA
"LBR",2018,NA
"LBR",2019,NA
"LBY",2000,NA
"LBY",2001,NA
"LBY",2002,NA
"LBY",2003,NA
"LBY",2004,NA
"LBY",2005,NA
"LBY",2006,NA
"LBY",2007,NA
"LBY",2008,NA
"LBY",2009,0
"LBY",2010,NA
"LBY",2011,NA
"LBY",2012,1
"LBY",2013,1
"LBY",2014,1
"LBY",2015,1
"LBY",2016,1
"LBY",2017,1
"LBY",2018,1
"LBY",2019,1
"LCA",2000,NA
"LCA",2001,NA
"LCA",2002,NA
"LCA",2003,NA
"LCA",2004,NA
"LCA",2005,NA
"LCA",2006,NA
"LCA",2007,NA
"LCA",2008,NA
"LCA",2009,NA
"LCA",2010,NA
"LCA",2011,NA
"LCA",2012,NA
"LCA",2013,NA
"LCA",2014,NA
"LCA",2015,NA
"LCA",2016,NA
"LCA",2017,NA
"LCA",2018,NA
"LCA",2019,NA
"LKA",2000,1
"LKA",2001,1
"LKA",2002,1
"LKA",2003,0
"LKA",2004,1
"LKA",2005,1
"LKA",2006,1
"LKA",2007,1
"LKA",2008,1
"LKA",2009,1
"LKA",2010,1
"LKA",2011,NA
"LKA",2012,0
"LKA",2013,NA
"LKA",2014,0
"LKA",2015,NA
"LKA",2016,NA
"LKA",2017,NA
"LKA",2018,0
"LKA",2019,NA
"LSO",2000,NA
"LSO",2001,NA
"LSO",2002,NA
"LSO",2003,NA
"LSO",2004,NA
"LSO",2005,NA
"LSO",2006,NA
"LSO",2007,NA
"LSO",2008,NA
"LSO",2009,NA
"LSO",2010,NA
"LSO",2011,NA
"LSO",2012,NA
"LSO",2013,NA
"LSO",2014,NA
"LSO",2015,NA
"LSO",2016,NA
"LSO",2017,NA
"LSO",2018,NA
"LSO",2019,NA
"LTU",2000,NA
"LTU",2001,NA
"LTU",2002,NA
"LTU",2003,NA
"LTU",2004,NA
"LTU",2005,NA
"LTU",2006,NA
"LTU",2007,NA
"LTU",2008,NA
"LTU",2009,NA
"LTU",2010,NA
"LTU",2011,NA
"LTU",2012,NA
"LTU",2013,NA
"LTU",2014,NA
"LTU",2015,NA
"LTU",2016,NA
"LTU",2017,NA
"LTU",2018,NA
"LTU",2019,NA
"LUX",2000,NA
"LUX",2001,NA
"LUX",2002,NA
"LUX",2003,NA
"LUX",2004,NA
"LUX",2005,NA
"LUX",2006,NA
"LUX",2007,NA
"LUX",2008,NA
"LUX",2009,NA
"LUX",2010,NA
"LUX",2011,NA
"LUX",2012,NA
"LUX",2013,NA
"LUX",2014,NA
"LUX",2015,NA
"LUX",2016,NA
"LUX",2017,NA
"LUX",2018,NA
"LUX",2019,NA
"LVA",2000,NA
"LVA",2001,NA
"LVA",2002,NA
"LVA",2003,NA
"LVA",2004,NA
"LVA",2005,NA
"LVA",2006,NA
"LVA",2007,NA
"LVA",2008,NA
"LVA",2009,NA
"LVA",2010,NA
"LVA",2011,NA
"LVA",2012,NA
"LVA",2013,NA
"LVA",2014,NA
"LVA",2015,NA
"LVA",2016,NA
"LVA",2017,NA
"LVA",2018,NA
"LVA",2019,NA
"MAR",2000,NA
"MAR",2001,NA
"MAR",2002,NA
"MAR",2003,NA
"MAR",2004,1
"MAR",2005,NA
"MAR",2006,NA
"MAR",2007,NA
"MAR",2008,NA
"MAR",2009,NA
"MAR",2010,NA
"MAR",2011,NA
"MAR",2012,NA
"MAR",2013,NA
"MAR",2014,NA
"MAR",2015,NA
"MAR",2016,NA
"MAR",2017,NA
"MAR",2018,NA
"MAR",2019,NA
"MDA",2000,NA
"MDA",2001,NA
"MDA",2002,NA
"MDA",2003,NA
"MDA",2004,NA
"MDA",2005,NA
"MDA",2006,NA
"MDA",2007,NA
"MDA",2008,NA
"MDA",2009,NA
"MDA",2010,NA
"MDA",2011,NA
"MDA",2012,NA
"MDA",2013,NA
"MDA",2014,NA
"MDA",2015,NA
"MDA",2016,NA
"MDA",2017,NA
"MDA",2018,NA
"MDA",2019,NA
"MDG",2000,NA
"MDG",2001,NA
"MDG",2002,NA
"MDG",2003,1
"MDG",2004,NA
"MDG",2005,NA
"MDG",2006,NA
"MDG",2007,NA
"MDG",2008,NA
"MDG",2009,NA
"MDG",2010,1
"MDG",2011,NA
"MDG",2012,NA
"MDG",2013,0
"MDG",2014,NA
"MDG",2015,NA
"MDG",2016,NA
"MDG",2017,NA
"MDG",2018,0
"MDG",2019,NA
"MDV",2000,NA
"MDV",2001,NA
"MDV",2002,NA
"MDV",2003,NA
"MDV",2004,NA
"MDV",2005,NA
"MDV",2006,NA
"MDV",2007,NA
"MDV",2008,NA
"MDV",2009,NA
"MDV",2010,NA
"MDV",2011,NA
"MDV",2012,NA
"MDV",2013,NA
"MDV",2014,NA
"MDV",2015,NA
"MDV",2016,NA
"MDV",2017,NA
"MDV",2018,NA
"MDV",2019,NA
"MEX",2000,NA
"MEX",2001,NA
"MEX",2002,NA
"MEX",2003,1
"MEX",2004,NA
"MEX",2005,1
"MEX",2006,1
"MEX",2007,1
"MEX",2008,1
"MEX",2009,1
"MEX",2010,1
"MEX",2011,1
"MEX",2012,1
"MEX",2013,1
"MEX",2014,1
"MEX",2015,1
"MEX",2016,1
"MEX",2017,1
"MEX",2018,1
"MEX",2019,1
"MHL",2000,NA
"MHL",2001,NA
"MHL",2002,NA
"MHL",2003,NA
"MHL",2004,NA
"MHL",2005,NA
"MHL",2006,NA
"MHL",2007,NA
"MHL",2008,NA
"MHL",2009,NA
"MHL",2010,NA
"MHL",2011,NA
"MHL",2012,NA
"MHL",2013,NA
"MHL",2014,NA
"MHL",2015,NA
"MHL",2016,NA
"MHL",2017,NA
"MHL",2018,NA
"MHL",2019,NA
"MKD",2000,0
"MKD",2001,0
"MKD",2002,1
"MKD",2003,NA
"MKD",2004,NA
"MKD",2005,NA
"MKD",2006,NA
"MKD",2007,NA
"MKD",2008,NA
"MKD",2009,NA
"MKD",2010,NA
"MKD",2011,NA
"MKD",2012,NA
"MKD",2013,NA
"MKD",2014,NA
"MKD",2015,NA
"MKD",2016,NA
"MKD",2017,NA
"MKD",2018,NA
"MKD",2019,NA
"MLI",2000,1
"MLI",2001,NA
"MLI",2002,NA
"MLI",2003,0
"MLI",2004,NA
"MLI",2005,0
"MLI",2006,0
"MLI",2007,NA
"MLI",2008,1
"MLI",2009,1
"MLI",2010,1
"MLI",2011,1
"MLI",2012,0
"MLI",2013,1
"MLI",2014,1
"MLI",2015,1
"MLI",2016,1
"MLI",2017,1
"MLI",2018,1
"MLI",2019,1
"MLT",2000,NA
"MLT",2001,NA
"MLT",2002,NA
"MLT",2003,NA
"MLT",2004,NA
"MLT",2005,NA
"MLT",2006,NA
"MLT",2007,NA
"MLT",2008,NA
"MLT",2009,NA
"MLT",2010,NA
"MLT",2011,NA
"MLT",2012,NA
"MLT",2013,NA
"MLT",2014,NA
"MLT",2015,NA
"MLT",2016,NA
"MLT",2017,NA
"MLT",2018,NA
"MLT",2019,NA
"MMR",2000,1
"MMR",2001,1
"MMR",2002,1
"MMR",2003,1
"MMR",2004,1
"MMR",2005,1
"MMR",2006,1
"MMR",2007,1
"MMR",2008,1
"MMR",2009,1
"MMR",2010,1
"MMR",2011,1
"MMR",2012,1
"MMR",2013,1
"MMR",2014,1
"MMR",2015,1
"MMR",2016,1
"MMR",2017,1
"MMR",2018,1
"MMR",2019,1
"MNE",2000,NA
"MNE",2001,NA
"MNE",2002,NA
"MNE",2003,NA
"MNE",2004,NA
"MNE",2005,NA
"MNE",2006,NA
"MNE",2007,NA
"MNE",2008,NA
"MNE",2009,NA
"MNE",2010,NA
"MNE",2011,NA
"MNE",2012,NA
"MNE",2013,NA
"MNE",2014,NA
"MNE",2015,NA
"MNE",2016,NA
"MNE",2017,NA
"MNE",2018,NA
"MNE",2019,NA
"MNG",2000,NA
"MNG",2001,NA
"MNG",2002,NA
"MNG",2003,NA
"MNG",2004,NA
"MNG",2005,NA
"MNG",2006,NA
"MNG",2007,NA
"MNG",2008,NA
"MNG",2009,NA
"MNG",2010,NA
"MNG",2011,NA
"MNG",2012,NA
"MNG",2013,NA
"MNG",2014,NA
"MNG",2015,NA
"MNG",2016,NA
"MNG",2017,NA
"MNG",2018,NA
"MNG",2019,NA
"MOZ",2000,NA
"MOZ",2001,NA
"MOZ",2002,NA
"MOZ",2003,NA
"MOZ",2004,NA
"MOZ",2005,0
"MOZ",2006,0
"MOZ",2007,NA
"MOZ",2008,NA
"MOZ",2009,NA
"MOZ",2010,NA
"MOZ",2011,0
"MOZ",2012,NA
"MOZ",2013,0
"MOZ",2014,1
"MOZ",2015,1
"MOZ",2016,0
"MOZ",2017,1
"MOZ",2018,0
"MOZ",2019,1
"MRT",2000,NA
"MRT",2001,NA
"MRT",2002,NA
"MRT",2003,NA
"MRT",2004,NA
"MRT",2005,NA
"MRT",2006,NA
"MRT",2007,NA
"MRT",2008,0
"MRT",2009,0
"MRT",2010,0
"MRT",2011,0
"MRT",2012,0
"MRT",2013,0
"MRT",2014,NA
"MRT",2015,NA
"MRT",2016,NA
"MRT",2017,NA
"MRT",2018,NA
"MRT",2019,NA
"MUS",2000,NA
"MUS",2001,NA
"MUS",2002,NA
"MUS",2003,NA
"MUS",2004,NA
"MUS",2005,NA
"MUS",2006,NA
"MUS",2007,NA
"MUS",2008,NA
"MUS",2009,NA
"MUS",2010,NA
"MUS",2011,NA
"MUS",2012,NA
"MUS",2013,NA
"MUS",2014,NA
"MUS",2015,NA
"MUS",2016,NA
"MUS",2017,NA
"MUS",2018,NA
"MUS",2019,NA
"MWI",2000,NA
"MWI",2001,NA
"MWI",2002,NA
"MWI",2003,NA
"MWI",2004,NA
"MWI",2005,NA
"MWI",2006,NA
"MWI",2007,NA
"MWI",2008,NA
"MWI",2009,NA
"MWI",2010,NA
"MWI",2011,NA
"MWI",2012,NA
"MWI",2013,NA
"MWI",2014,NA
"MWI",2015,NA
"MWI",2016,NA
"MWI",2017,NA
"MWI",2018,NA
"MWI",2019,NA
"MYS",2000,NA
"MYS",2001,NA
"MYS",2002,NA
"MYS",2003,NA
"MYS",2004,NA
"MYS",2005,NA
"MYS",2006,NA
"MYS",2007,NA
"MYS",2008,NA
"MYS",2009,NA
"MYS",2010,NA
"MYS",2011,NA
"MYS",2012,NA
"MYS",2013,NA
"MYS",2014,1
"MYS",2015,NA
"MYS",2016,NA
"MYS",2017,NA
"MYS",2018,0
"MYS",2019,NA
"NAM",2000,0
"NAM",2001,1
"NAM",2002,NA
"NAM",2003,0
"NAM",2004,NA
"NAM",2005,NA
"NAM",2006,NA
"NAM",2007,NA
"NAM",2008,NA
"NAM",2009,NA
"NAM",2010,NA
"NAM",2011,NA
"NAM",2012,NA
"NAM",2013,NA
"NAM",2014,NA
"NAM",2015,NA
"NAM",2016,NA
"NAM",2017,NA
"NAM",2018,NA
"NAM",2019,NA
"NER",2000,NA
"NER",2001,NA
"NER",2002,NA
"NER",2003,NA
"NER",2004,NA
"NER",2005,0
"NER",2006,NA
"NER",2007,NA
"NER",2008,1
"NER",2009,1
"NER",2010,NA
"NER",2011,NA
"NER",2012,NA
"NER",2013,0
"NER",2014,1
"NER",2015,0
"NER",2016,1
"NER",2017,1
"NER",2018,1
"NER",2019,1
"NGA",2000,1
"NGA",2001,1
"NGA",2002,1
"NGA",2003,1
"NGA",2004,1
"NGA",2005,1
"NGA",2006,1
"NGA",2007,1
"NGA",2008,1
"NGA",2009,1
"NGA",2010,1
"NGA",2011,1
"NGA",2012,1
"NGA",2013,1
"NGA",2014,1
"NGA",2015,1
"NGA",2016,1
"NGA",2017,1
"NGA",2018,1
"NGA",2019,1
"NIC",2000,NA
"NIC",2001,NA
"NIC",2002,NA
"NIC",2003,NA
"NIC",2004,NA
"NIC",2005,NA
"NIC",2006,NA
"NIC",2007,NA
"NIC",2008,NA
"NIC",2009,NA
"NIC",2010,NA
"NIC",2011,NA
"NIC",2012,NA
"NIC",2013,NA
"NIC",2014,NA
"NIC",2015,NA
"NIC",2016,NA
"NIC",2017,NA
