"ISO","year","armed_conflict"
"NIC",2018,NA
"NIC",2019,NA
"NLD",2000,NA
"NLD",2001,NA
"NLD",2002,NA
"NLD",2003,NA
"NLD",2004,NA
"NLD",2005,NA
"NLD",2006,NA
"NLD",2007,NA
"NLD",2008,NA
"NLD",2009,NA
"NLD",2010,NA
"NLD",2011,NA
"NLD",2012,NA
"NLD",2013,NA
"NLD",2014,NA
"NLD",2015,NA
"NLD",2016,0
"NLD",2017,NA
"NLD",2018,NA
"NLD",2019,NA
"NOR",2000,NA
"NOR",2001,NA
"NOR",2002,NA
"NOR",2003,NA
"NOR",2004,NA
"NOR",2005,NA
"NOR",2006,NA
"NOR",2007,NA
"NOR",2008,NA
"NOR",2009,NA
"NOR",2010,NA
"NOR",2011,NA
"NOR",2012,NA
"NOR",2013,NA
"NOR",2014,NA
"NOR",2015,NA
"NOR",2016,NA
"NOR",2017,NA
"NOR",2018,NA
"NOR",2019,NA
"NPL",2000,1
"NPL",2001,1
"NPL",2002,1
"NPL",2003,1
"NPL",2004,1
"NPL",2005,1
"NPL",2006,1
"NPL",2007,1
"NPL",2008,1
"NPL",2009,0
"NPL",2010,0
"NPL",2011,NA
"NPL",2012,NA
"NPL",2013,NA
"NPL",2014,NA
"NPL",2015,NA
"NPL",2016,NA
"NPL",2017,NA
"NPL",2018,NA
"NPL",2019,NA
"NZL",2000,NA
"NZL",2001,NA
"NZL",2002,NA
"NZL",2003,NA
"NZL",2004,NA
"NZL",2005,NA
"NZL",2006,NA
"NZL",2007,NA
"NZL",2008,NA
"NZL",2009,NA
"NZL",2010,NA
"NZL",2011,NA
"NZL",2012,NA
"NZL",2013,NA
"NZL",2014,NA
"NZL",2015,NA
"NZL",2016,NA
"NZL",2017,NA
"NZL",2018,NA
"NZL",2019,NA
"OMN",2000,NA
"OMN",2001,NA
"OMN",2002,NA
"OMN",2003,NA
"OMN",2004,NA
"OMN",2005,NA
"OMN",2006,NA
"OMN",2007,NA
"OMN",2008,NA
"OMN",2009,NA
"OMN",2010,NA
"OMN",2011,NA
"OMN",2012,NA
"OMN",2013,NA
"OMN",2014,NA
"OMN",2015,NA
"OMN",2016,NA
"OMN",2017,NA
"OMN",2018,NA
"OMN",2019,NA
"PAK",2000,1
"PAK",2001,1
"PAK",2002,1
"PAK",2003,1
"PAK",2004,1
"PAK",2005,1
"PAK",2006,1
"PAK",2007,1
"PAK",2008,1
"PAK",2009,1
"PAK",2010,1
"PAK",2011,1
"PAK",2012,1
"PAK",2013,1
"PAK",2014,1
"PAK",2015,1
"PAK",2016,1
"PAK",2017,1
"PAK",2018,1
"PAK",2019,1
"PAN",2000,NA
"PAN",2001,NA
"PAN",2002,NA
"PAN",2003,NA
"PAN",2004,NA
"PAN",2005,NA
"PAN",2006,NA
"PAN",2007,NA
"PAN",2008,NA
"PAN",2009,NA
"PAN",2010,NA
"PAN",2011,NA
"PAN",2012,NA
"PAN",2013,NA
"PAN",2014,NA
"PAN",2015,NA
"PAN",2016,NA
"PAN",2017,NA
"PAN",2018,NA
"PAN",2019,NA
"PER",2000,1
"PER",2001,0
"PER",2002,0
"PER",2003,0
"PER",2004,0
"PER",2005,0
"PER",2006,0
"PER",2007,0
"PER",2008,1
"PER",2009,1
"PER",2010,1
"PER",2011,1
"PER",2012,0
"PER",2013,NA
"PER",2014,0
"PER",2015,0
"PER",2016,0
"PER",2017,0
"PER",2018,0
"PER",2019,NA
"PHL",2000,1
"PHL",2001,1
"PHL",2002,1
"PHL",2003,1
"PHL",2004,1
"PHL",2005,1
"PHL",2006,1
"PHL",2007,1
"PHL",2008,1
"PHL",2009,1
"PHL",2010,1
"PHL",2011,1
"PHL",2012,1
"PHL",2013,1
"PHL",2014,1
"PHL",2015,1
"PHL",2016,1
"PHL",2017,1
"PHL",2018,1
"PHL",2019,1
"PNG",2000,1
"PNG",2001,0
"PNG",2002,1
"PNG",2003,0
"PNG",2004,NA
"PNG",2005,NA
"PNG",2006,NA
"PNG",2007,NA
"PNG",2008,NA
"PNG",2009,NA
"PNG",2010,NA
"PNG",2011,NA
"PNG",2012,NA
"PNG",2013,1
"PNG",2014,NA
"PNG",2015,NA
"PNG",2016,NA
"PNG",2017,NA
"PNG",2018,NA
"PNG",2019,NA
"POL",2000,NA
"POL",2001,NA
"POL",2002,NA
"POL",2003,NA
"POL",2004,NA
"POL",2005,NA
"POL",2006,NA
"POL",2007,NA
"POL",2008,NA
"POL",2009,NA
"POL",2010,NA
"POL",2011,NA
"POL",2012,NA
"POL",2013,NA
"POL",2014,NA
"POL",2015,NA
"POL",2016,NA
"POL",2017,NA
"POL",2018,NA
"POL",2019,NA
"PRI",2000,NA
"PRI",2001,NA
"PRI",2002,NA
"PRI",2003,NA
"PRI",2004,NA
"PRI",2005,NA
"PRI",2006,NA
"PRI",2007,NA
"PRI",2008,NA
"PRI",2009,NA
"PRI",2010,NA
"PRI",2011,NA
"PRI",2012,NA
"PRI",2013,NA
"PRI",2014,NA
"PRI",2015,NA
"PRI",2016,NA
"PRI",2017,NA
"PRI",2018,NA
"PRI",2019,NA
"PRK",2000,NA
"PRK",2001,NA
"PRK",2002,NA
"PRK",2003,NA
"PRK",2004,NA
"PRK",2005,NA
"PRK",2006,NA
"PRK",2007,NA
"PRK",2008,NA
"PRK",2009,NA
"PRK",2010,NA
"PRK",2011,NA
"PRK",2012,NA
"PRK",2013,NA
"PRK",2014,NA
"PRK",2015,NA
"PRK",2016,NA
"PRK",2017,NA
"PRK",2018,NA
"PRK",2019,NA
"PRT",2000,NA
"PRT",2001,NA
"PRT",2002,NA
"PRT",2003,NA
"PRT",2004,NA
"PRT",2005,NA
"PRT",2006,NA
"PRT",2007,NA
"PRT",2008,NA
"PRT",2009,NA
"PRT",2010,NA
"PRT",2011,NA
"PRT",2012,NA
"PRT",2013,NA
"PRT",2014,NA
"PRT",2015,NA
"PRT",2016,NA
"PRT",2017,NA
"PRT",2018,NA
"PRT",2019,NA
"PRY",2000,NA
"PRY",2001,NA
"PRY",2002,NA
"PRY",2003,NA
"PRY",2004,NA
"PRY",2005,NA
"PRY",2006,NA
"PRY",2007,NA
"PRY",2008,NA
"PRY",2009,NA
"PRY",2010,NA
"PRY",2011,NA
"PRY",2012,NA
"PRY",2013,NA
"PRY",2014,NA
"PRY",2015,NA
"PRY",2016,NA
"PRY",2017,NA
"PRY",2018,NA
"PRY",2019,NA
"QAT",2000,NA
"QAT",2001,NA
"QAT",2002,NA
"QAT",2003,NA
"QAT",2004,NA
"QAT",2005,0
"QAT",2006,NA
"QAT",2007,NA
"QAT",2008,NA
"QAT",2009,NA
"QAT",2010,NA
"QAT",2011,NA
"QAT",2012,NA
"QAT",2013,NA
"QAT",2014,NA
"QAT",2015,NA
"QAT",2016,NA
"QAT",2017,NA
"QAT",2018,NA
"QAT",2019,NA
"ROU",2000,NA
"ROU",2001,NA
"ROU",2002,NA
"ROU",2003,NA
"ROU",2004,NA
"ROU",2005,NA
"ROU",2006,NA
"ROU",2007,NA
"ROU",2008,NA
"ROU",2009,NA
"ROU",2010,NA
"ROU",2011,NA
"ROU",2012,NA
"ROU",2013,NA
"ROU",2014,NA
"ROU",2015,NA
"ROU",2016,NA
"ROU",2017,NA
"ROU",2018,NA
"ROU",2019,NA
"RUS",2000,1
"RUS",2001,1
"RUS",2002,1
"RUS",2003,1
"RUS",2004,1
"RUS",2005,1
"RUS",2006,1
"RUS",2007,1
"RUS",2008,1
"RUS",2009,1
"RUS",2010,1
"RUS",2011,1
"RUS",2012,1
"RUS",2013,1
"RUS",2014,1
"RUS",2015,1
"RUS",2016,1
"RUS",2017,1
"RUS",2018,1
"RUS",2019,1
"RWA",2000,1
"RWA",2001,NA
"RWA",2002,1
"RWA",2003,NA
"RWA",2004,NA
"RWA",2005,0
"RWA",2006,NA
"RWA",2007,NA
"RWA",2008,NA
"RWA",2009,NA
"RWA",2010,0
"RWA",2011,NA
"RWA",2012,0
"RWA",2013,0
"RWA",2014,0
"RWA",2015,NA
"RWA",2016,NA
"RWA",2017,1
"RWA",2018,0
"RWA",2019,0
"SAU",2000,NA
"SAU",2001,NA
"SAU",2002,NA
"SAU",2003,NA
"SAU",2004,1
"SAU",2005,1
"SAU",2006,1
"SAU",2007,0
"SAU",2008,0
"SAU",2009,NA
"SAU",2010,NA
"SAU",2011,NA
"SAU",2012,NA
"SAU",2013,NA
"SAU",2014,NA
"SAU",2015,NA
"SAU",2016,1
"SAU",2017,1
"SAU",2018,1
"SAU",2019,0
"SDN",2000,1
"SDN",2001,1
"SDN",2002,1
"SDN",2003,1
"SDN",2004,1
"SDN",2005,1
"SDN",2006,1
"SDN",2007,1
"SDN",2008,1
"SDN",2009,1
"SDN",2010,1
"SDN",2011,1
"SDN",2012,1
"SDN",2013,1
"SDN",2014,1
"SDN",2015,1
"SDN",2016,1
"SDN",2017,1
"SDN",2018,1
"SDN",2019,1
"SEN",2000,1
"SEN",2001,1
"SEN",2002,1
"SEN",2003,1
"SEN",2004,1
"SEN",2005,0
"SEN",2006,1
"SEN",2007,1
"SEN",2008,NA
"SEN",2009,0
"SEN",2010,0
"SEN",2011,0
"SEN",2012,1
"SEN",2013,0
"SEN",2014,0
"SEN",2015,NA
"SEN",2016,NA
"SEN",2017,NA
"SEN",2018,NA
"SEN",2019,0
"SGP",2000,NA
"SGP",2001,NA
"SGP",2002,NA
"SGP",2003,NA
"SGP",2004,NA
"SGP",2005,NA
"SGP",2006,NA
"SGP",2007,NA
"SGP",2008,NA
"SGP",2009,NA
"SGP",2010,NA
"SGP",2011,NA
"SGP",2012,NA
"SGP",2013,NA
"SGP",2014,NA
"SGP",2015,NA
"SGP",2016,NA
"SGP",2017,NA
"SGP",2018,NA
"SGP",2019,NA
"SLB",2000,NA
"SLB",2001,NA
"SLB",2002,NA
"SLB",2003,NA
"SLB",2004,NA
"SLB",2005,NA
"SLB",2006,NA
"SLB",2007,NA
"SLB",2008,NA
"SLB",2009,NA
"SLB",2010,NA
"SLB",2011,NA
"SLB",2012,NA
"SLB",2013,NA
"SLB",2014,NA
"SLB",2015,NA
"SLB",2016,NA
"SLB",2017,NA
"SLB",2018,NA
"SLB",2019,NA
"SLE",2000,1
"SLE",2001,1
"SLE",2002,1
"SLE",2003,0
"SLE",2004,NA
"SLE",2005,NA
"SLE",2006,NA
"SLE",2007,NA
"SLE",2008,NA
"SLE",2009,NA
"SLE",2010,NA
"SLE",2011,NA
"SLE",2012,NA
"SLE",2013,NA
"SLE",2014,NA
"SLE",2015,NA
"SLE",2016,NA
"SLE",2017,NA
"SLE",2018,NA
"SLE",2019,NA
"SLV",2000,NA
"SLV",2001,NA
"SLV",2002,NA
"SLV",2003,NA
"SLV",2004,NA
"SLV",2005,NA
"SLV",2006,NA
"SLV",2007,NA
"SLV",2008,NA
"SLV",2009,NA
"SLV",2010,NA
"SLV",2011,NA
"SLV",2012,NA
"SLV",2013,NA
"SLV",2014,NA
"SLV",2015,NA
"SLV",2016,NA
"SLV",2017,NA
"SLV",2018,NA
"SLV",2019,NA
"SOM",2000,1
"SOM",2001,1
"SOM",2002,1
"SOM",2003,1
"SOM",2004,1
"SOM",2005,1
"SOM",2006,1
"SOM",2007,1
"SOM",2008,1
"SOM",2009,1
"SOM",2010,1
"SOM",2011,1
"SOM",2012,1
"SOM",2013,1
"SOM",2014,1
"SOM",2015,1
"SOM",2016,1
"SOM",2017,1
"SOM",2018,1
"SOM",2019,1
"SRB",2000,1
"SRB",2001,NA
"SRB",2002,0
"SRB",2003,NA
"SRB",2004,NA
"SRB",2005,NA
"SRB",2006,NA
"SRB",2007,NA
"SRB",2008,NA
"SRB",2009,NA
"SRB",2010,NA
"SRB",2011,NA
"SRB",2012,NA
"SRB",2013,NA
"SRB",2014,NA
"SRB",2015,NA
"SRB",2016,NA
"SRB",2017,NA
"SRB",2018,NA
"SRB",2019,NA
"SSD",2000,NA
"SSD",2001,NA
"SSD",2002,NA
"SSD",2003,NA
"SSD",2004,NA
"SSD",2005,NA
"SSD",2006,NA
"SSD",2007,NA
"SSD",2008,NA
"SSD",2009,NA
"SSD",2010,NA
"SSD",2011,NA
"SSD",2012,1
"SSD",2013,1
"SSD",2014,1
"SSD",2015,1
"SSD",2016,1
"SSD",2017,1
"SSD",2018,1
"SSD",2019,1
"STP",2000,NA
"STP",2001,NA
"STP",2002,NA
"STP",2003,NA
"STP",2004,NA
"STP",2005,NA
"STP",2006,NA
"STP",2007,NA
"STP",2008,NA
"STP",2009,NA
"STP",2010,NA
"STP",2011,NA
"STP",2012,NA
"STP",2013,NA
"STP",2014,NA
"STP",2015,NA
"STP",2016,NA
"STP",2017,NA
"STP",2018,NA
"STP",2019,NA
"SUR",2000,NA
"SUR",2001,NA
"SUR",2002,NA
"SUR",2003,NA
"SUR",2004,NA
"SUR",2005,NA
"SUR",2006,NA
"SUR",2007,NA
"SUR",2008,NA
"SUR",2009,NA
"SUR",2010,NA
"SUR",2011,NA
"SUR",2012,NA
"SUR",2013,NA
"SUR",2014,NA
"SUR",2015,NA
"SUR",2016,NA
"SUR",2017,NA
"SUR",2018,NA
"SUR",2019,NA
"SVK",2000,NA
"SVK",2001,NA
"SVK",2002,NA
"SVK",2003,NA
"SVK",2004,NA
"SVK",2005,NA
"SVK",2006,NA
"SVK",2007,NA
"SVK",2008,NA
"SVK",2009,NA
"SVK",2010,NA
"SVK",2011,NA
"SVK",2012,NA
"SVK",2013,NA
"SVK",2014,NA
"SVK",2015,NA
"SVK",2016,NA
"SVK",2017,NA
"SVK",2018,NA
"SVK",2019,NA
"SVN",2000,NA
"SVN",2001,NA
"SVN",2002,NA
"SVN",2003,NA
"SVN",2004,NA
"SVN",2005,NA
"SVN",2006,NA
"SVN",2007,NA
"SVN",2008,NA
"SVN",2009,NA
"SVN",2010,NA
"SVN",2011,NA
"SVN",2012,NA
"SVN",2013,NA
"SVN",2014,NA
"SVN",2015,NA
"SVN",2016,NA
"SVN",2017,NA
"SVN",2018,NA
"SVN",2019,NA
"SWE",2000,NA
"SWE",2001,NA
"SWE",2002,NA
"SWE",2003,NA
"SWE",2004,NA
"SWE",2005,NA
"SWE",2006,NA
"SWE",2007,NA
"SWE",2008,NA
"SWE",2009,NA
"SWE",2010,NA
"SWE",2011,NA
"SWE",2012,NA
"SWE",2013,NA
"SWE",2014,NA
"SWE",2015,NA
"SWE",2016,NA
"SWE",2017,NA
"SWE",2018,0
"SWE",2019,NA
"SWZ",2000,NA
"SWZ",2001,NA
"SWZ",2002,NA
"SWZ",2003,NA
"SWZ",2004,NA
"SWZ",2005,NA
"SWZ",2006,NA
"SWZ",2007,NA
"SWZ",2008,NA
"SWZ",2009,NA
"SWZ",2010,NA
"SWZ",2011,NA
"SWZ",2012,NA
"SWZ",2013,NA
"SWZ",2014,NA
"SWZ",2015,NA
"SWZ",2016,NA
"SWZ",2017,NA
"SWZ",2018,NA
"SWZ",2019,NA
"SYC",2000,NA
"SYC",2001,NA
"SYC",2002,NA
"SYC",2003,NA
"SYC",2004,NA
"SYC",2005,NA
"SYC",2006,NA
"SYC",2007,NA
"SYC",2008,NA
"SYC",2009,NA
"SYC",2010,NA
"SYC",2011,NA
"SYC",2012,NA
"SYC",2013,NA
"SYC",2014,NA
"SYC",2015,NA
"SYC",2016,NA
"SYC",2017,NA
"SYC",2018,NA
"SYC",2019,NA
"SYR",2000,NA
"SYR",2001,NA
"SYR",2002,NA
"SYR",2003,NA
"SYR",2004,NA
"SYR",2005,0
"SYR",2006,NA
"SYR",2007,NA
"SYR",2008,NA
"SYR",2009,0
"SYR",2010,NA
"SYR",2011,NA
"SYR",2012,1
"SYR",2013,1
"SYR",2014,1
"SYR",2015,1
"SYR",2016,1
"SYR",2017,1
"SYR",2018,1
"SYR",2019,1
"TCD",2000,1
"TCD",2001,1
"TCD",2002,1
"TCD",2003,1
"TCD",2004,1
"TCD",2005,1
"TCD",2006,1
"TCD",2007,1
"TCD",2008,1
"TCD",2009,1
"TCD",2010,1
"TCD",2011,0
"TCD",2012,NA
"TCD",2013,NA
"TCD",2014,NA
"TCD",2015,0
"TCD",2016,1
"TCD",2017,1
"TCD",2018,1
"TCD",2019,1
"TGO",2000,NA
"TGO",2001,NA
"TGO",2002,NA
"TGO",2003,NA
"TGO",2004,NA
"TGO",2005,NA
"TGO",2006,1
"TGO",2007,NA
"TGO",2008,NA
"TGO",2009,NA
"TGO",2010,NA
"TGO",2011,NA
"TGO",2012,NA
"TGO",2013,NA
"TGO",2014,NA
"TGO",2015,NA
"TGO",2016,NA
"TGO",2017,NA
"TGO",2018,NA
"TGO",2019,NA
"THA",2000,0
"THA",2001,0
"THA",2002,1
"THA",2003,0
"THA",2004,1
"THA",2005,1
"THA",2006,1
"THA",2007,1
"THA",2008,1
"THA",2009,1
"THA",2010,1
"THA",2011,1
"THA",2012,1
"THA",2013,1
"THA",2014,1
"THA",2015,1
"THA",2016,1
"THA",2017,1
"THA",2018,1
"THA",2019,1
"TJK",2000,0
"TJK",2001,1
"TJK",2002,NA
"TJK",2003,NA
"TJK",2004,NA
"TJK",2005,NA
"TJK",2006,0
"TJK",2007,0
"TJK",2008,NA
"TJK",2009,NA
"TJK",2010,0
"TJK",2011,1
"TJK",2012,1
"TJK",2013,NA
"TJK",2014,0
"TJK",2015,0
"TJK",2016,NA
"TJK",2017,NA
"TJK",2018,NA
"TJK",2019,0
"TKM",2000,NA
"TKM",2001,NA
"TKM",2002,NA
"TKM",2003,NA
"TKM",2004,NA
"TKM",2005,NA
"TKM",2006,NA
"TKM",2007,NA
"TKM",2008,NA
"TKM",2009,NA
"TKM",2010,NA
"TKM",2011,NA
"TKM",2012,NA
"TKM",2013,NA
"TKM",2014,NA
"TKM",2015,NA
"TKM",2016,NA
"TKM",2017,NA
"TKM",2018,NA
"TKM",2019,NA
"TLS",2000,NA
"TLS",2001,NA
"TLS",2002,NA
"TLS",2003,NA
"TLS",2004,NA
"TLS",2005,NA
"TLS",2006,NA
"TLS",2007,NA
"TLS",2008,NA
"TLS",2009,NA
"TLS",2010,NA
"TLS",2011,NA
"TLS",2012,NA
"TLS",2013,NA
"TLS",2014,NA
"TLS",2015,NA
"TLS",2016,NA
"TLS",2017,NA
"TLS",2018,NA
"TLS",2019,NA
"TON",2000,NA
"TON",2001,NA
"TON",2002,NA
"TON",2003,NA
"TON",2004,NA
"TON",2005,NA
"TON",2006,NA
"TON",2007,NA
"TON",2008,NA
"TON",2009,NA
"TON",2010,NA
"TON",2011,NA
"TON",2012,NA
"TON",2013,NA
"TON",2014,NA
"TON",2015,NA
"TON",2016,NA
"TON",2017,NA
"TON",2018,NA
"TON",2019,NA
"TTO",2000,NA
"TTO",2001,NA
"TTO",2002,NA
"TTO",2003,NA
"TTO",2004,NA
"TTO",2005,NA
"TTO",2006,NA
"TTO",2007,NA
"TTO",2008,NA
"TTO",2009,NA
"TTO",2010,NA
"TTO",2011,NA
"TTO",2012,NA
"TTO",2013,NA
"TTO",2014,NA
"TTO",2015,NA
"TTO",2016,NA
"TTO",2017,NA
"TTO",2018,NA
"TTO",2019,NA
"TUN",2000,NA
"TUN",2001,NA
"TUN",2002,NA
"TUN",2003,0
"TUN",2004,NA
"TUN",2005,NA
"TUN",2006,NA
"TUN",2007,NA
"TUN",2008,NA
"TUN",2009,NA
"TUN",2010,NA
"TUN",2011,NA
"TUN",2012,0
"TUN",2013,0
"TUN",2014,1
"TUN",2015,1
"TUN",2016,1
"TUN",2017,1
"TUN",2018,0
"TUN",2019,1
"TUR",2000,1
"TUR",2001,1
"TUR",2002,1
"TUR",2003,1
"TUR",2004,1
"TUR",2005,1
"TUR",2006,1
"TUR",2007,1
"TUR",2008,1
"TUR",2009,1
"TUR",2010,1
"TUR",2011,1
"TUR",2012,1
"TUR",2013,1
"TUR",2014,0
"TUR",2015,0
"TUR",2016,1
"TUR",2017,1
"TUR",2018,1
"TUR",2019,1
"TZA",2000,0
"TZA",2001,NA
"TZA",2002,1
"TZA",2003,NA
"TZA",2004,NA
"TZA",2005,NA
"TZA",2006,NA
"TZA",2007,NA
"TZA",2008,0
"TZA",2009,NA
"TZA",2010,NA
"TZA",2011,NA
"TZA",2012,NA
"TZA",2013,NA
"TZA",2014,NA
"TZA",2015,NA
"TZA",2016,NA
"TZA",2017,NA
"TZA",2018,0
"TZA",2019,0
"UGA",2000,1
"UGA",2001,1
"UGA",2002,1
"UGA",2003,1
"UGA",2004,1
"UGA",2005,1
"UGA",2006,1
"UGA",2007,1
"UGA",2008,1
"UGA",2009,1
"UGA",2010,1
"UGA",2011,1
"UGA",2012,NA
"UGA",2013,NA
"UGA",2014,NA
"UGA",2015,0
"UGA",2016,NA
"UGA",2017,1
"UGA",2018,0
"UGA",2019,0
"UKR",2000,NA
"UKR",2001,NA
"UKR",2002,NA
"UKR",2003,NA
"UKR",2004,NA
"UKR",2005,NA
"UKR",2006,NA
"UKR",2007,NA
"UKR",2008,NA
"UKR",2009,NA
"UKR",2010,NA
"UKR",2011,NA
"UKR",2012,NA
"UKR",2013,NA
"UKR",2014,NA
"UKR",2015,1
"UKR",2016,1
"UKR",2017,1
"UKR",2018,1
"UKR",2019,1
"URY",2000,NA
"URY",2001,NA
"URY",2002,NA
"URY",2003,NA
"URY",2004,NA
"URY",2005,NA
"URY",2006,NA
"URY",2007,NA
"URY",2008,NA
"URY",2009,NA
"URY",2010,NA
"URY",2011,NA
"URY",2012,NA
"URY",2013,NA
"URY",2014,NA
"URY",2015,NA
"URY",2016,NA
"URY",2017,NA
"URY",2018,NA
"URY",2019,NA
"USA",2000,NA
"USA",2001,NA
"USA",2002,1
"USA",2003,NA
"USA",2004,NA
"USA",2005,NA
"USA",2006,NA
"USA",2007,NA
"USA",2008,NA
"USA",2009,NA
"USA",2010,NA
"USA",2011,0
"USA",2012,NA
"USA",2013,NA
"USA",2014,NA
"USA",2015,NA
"USA",2016,0
"USA",2017,NA
"USA",2018,0
"USA",2019,NA
"UZB",2000,1
"UZB",2001,1
"UZB",2002,NA
"UZB",2003,NA
"UZB",2004,NA
"UZB",2005,1
"UZB",2006,NA
"UZB",2007,NA
"UZB",2008,NA
"UZB",2009,NA
"UZB",2010,0
"UZB",2011,NA
"UZB",2012,NA
"UZB",2013,NA
"UZB",2014,NA
"UZB",2015,NA
"UZB",2016,NA
"UZB",2017,NA
"UZB",2018,NA
"UZB",2019,NA
"VCT",2000,NA
"VCT",2001,NA
"VCT",2002,NA
"VCT",2003,NA
"VCT",2004,NA
"VCT",2005,NA
"VCT",2006,NA
"VCT",2007,NA
"VCT",2008,NA
"VCT",2009,NA
"VCT",2010,NA
"VCT",2011,NA
"VCT",2012,NA
"VCT",2013,NA
"VCT",2014,NA
"VCT",2015,NA
"VCT",2016,NA
"VCT",2017,NA
"VCT",2018,NA
"VCT",2019,NA
"VEN",2000,1
"VEN",2001,1
"VEN",2002,1
"VEN",2003,1
"VEN",2004,1
"VEN",2005,1
"VEN",2006,1
"VEN",2007,0
"VEN",2008,0
"VEN",2009,1
"VEN",2010,1
"VEN",2011,0
"VEN",2012,0
"VEN",2013,1
"VEN",2014,0
"VEN",2015,1
"VEN",2016,1
"VEN",2017,1
"VEN",2018,1
"VEN",2019,1
"VNM",2000,NA
"VNM",2001,NA
"VNM",2002,NA
"VNM",2003,NA
"VNM",2004,NA
"VNM",2005,NA
"VNM",2006,NA
"VNM",2007,NA
"VNM",2008,NA
"VNM",2009,NA
"VNM",2010,NA
"VNM",2011,NA
"VNM",2012,NA
"VNM",2013,NA
"VNM",2014,NA
"VNM",2015,NA
"VNM",2016,NA
"VNM",2017,NA
"VNM",2018,NA
"VNM",2019,NA
"VUT",2000,NA
"VUT",2001,NA
"VUT",2002,NA
"VUT",2003,NA
"VUT",2004,NA
"VUT",2005,NA
"VUT",2006,NA
"VUT",2007,NA
"VUT",2008,NA
"VUT",2009,NA
"VUT",2010,NA
"VUT",2011,NA
"VUT",2012,NA
"VUT",2013,NA
"VUT",2014,NA
"VUT",2015,NA
"VUT",2016,NA
"VUT",2017,NA
"VUT",2018,NA
"VUT",2019,NA
"WSM",2000,NA
"WSM",2001,NA
"WSM",2002,NA
"WSM",2003,NA
"WSM",2004,NA
"WSM",2005,NA
"WSM",2006,NA
"WSM",2007,NA
"WSM",2008,NA
"WSM",2009,NA
"WSM",2010,NA
"WSM",2011,NA
"WSM",2012,NA
"WSM",2013,NA
"WSM",2014,NA
"WSM",2015,NA
"WSM",2016,NA
"WSM",2017,NA
"WSM",2018,NA
"WSM",2019,NA
"YEM",2000,NA
"YEM",2001,NA
"YEM",2002,NA
"YEM",2003,NA
"YEM",2004,0
"YEM",2005,1
"YEM",2006,NA
"YEM",2007,NA
"YEM",2008,NA
"YEM",2009,0
"YEM",2010,1
"YEM",2011,1
"YEM",2012,1
"YEM",2013,1
"YEM",2014,1
"YEM",2015,1
"YEM",2016,1
"YEM",2017,1
"YEM",2018,1
"YEM",2019,1
"ZAF",2000,0
"ZAF",2001,0
"ZAF",2002,NA
"ZAF",2003,0
"ZAF",2004,NA
"ZAF",2005,0
"ZAF",2006,NA
"ZAF",2007,NA
"ZAF",2008,NA
"ZAF",2009,NA
"ZAF",2010,NA
"ZAF",2011,0
"ZAF",2012,NA
"ZAF",2013,NA
"ZAF",2014,NA
"ZAF",2015,NA
"ZAF",2016,0
"ZAF",2017,0
"ZAF",2018,NA
"ZAF",2019,0
"ZMB",2000,NA
"ZMB",2001,0
"ZMB",2002,0
"ZMB",2003,NA
"ZMB",2004,NA
"ZMB",2005,NA
"ZMB",2006,NA
"ZMB",2007,NA
"ZMB",2008,NA
"ZMB",2009,NA
"ZMB",2010,NA
"ZMB",2011,NA
"ZMB",2012,NA
"ZMB",2013,NA
"ZMB",2014,NA
"ZMB",2015,NA
"ZMB",2016,NA
"ZMB",2017,NA
"ZMB",2018,NA
"ZMB",2019,NA
"ZWE",2000,0
"ZWE",2001,NA
"ZWE",2002,0
"ZWE",2003,NA
"ZWE",2004,0
"ZWE",2005,NA
"ZWE",2006,NA
"ZWE",2007,NA
"ZWE",2008,0
"ZWE",2009,1
"ZWE",2010,0
"ZWE",2011,NA
"ZWE",2012,0
"ZWE",2013,0
"ZWE",2014,NA
"ZWE",2015,NA
"ZWE",2016,NA
"ZWE",2017,NA
"ZWE",2018,NA
"ZWE",2019,0
